,C18358,C18359,C3659,CPt91,R181.96,R249.97,R265.95,R290.96,H19127,H19137,H19144,H19147,chimp.expressed,rhesus.expressed,human.expressed,chimp.specific,rhesus.specific,human.specific
ENSG00000201529,0,41,10,18,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000201675,0,6,10,0,0,0,0,0,8,3,4,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000201784,0,0,1,2,1,13,0,1,0,0,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000201821,0,1,0,0,146,33,35,62,0,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000202027,13,87,33,33,0,0,0,0,26,10,30,32,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000202093,0,2,3,4,1,11,1,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000202310,0,31,3,6,0,0,0,0,12,4,7,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000202363,0,7,4,2,6,3,4,12,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000202380,1,5,3,0,0,3,5,0,6,10,11,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000203666,0,0,4,17,83,172,166,78,12,34,90,9,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000203710,0,1,11,37,1,0,1,0,26,147,69,63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000203791,27,45,3,56,0,0,0,0,10,15,7,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000204128,17,90,24,24,13,11,0,0,5,3,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000204308,0,0,0,0,184,103,209,134,98,75,102,114,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000204387,15,15,64,49,25,0,0,20,12,17,49,11,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000204403,0,9,13,0,356,348,288,161,0,0,2,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000204475,0,38,21,0,66,32,0,0,293,94,69,309,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000204516,0,0,0,0,124,32,65,65,18,26,30,77,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000205403,42,614,279,0,9,39,0,0,3,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000205464,1,1,1,0,30,812,1264,634,0,0,4,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000205542,0,0,13,0,0,0,0,0,15,6,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000205581,140,212,245,182,12,0,0,0,11,19,15,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000205795,0,0,0,0,0,0,1,0,32,68,105,166,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000205940,0,0,10,1,145,310,310,141,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000206531,0,1,0,0,214,350,238,81,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000207065,2,23,6,17,10,24,13,13,0,0,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000207166,16,41,61,14,20,42,58,30,0,0,1,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000207297,0,0,7,0,36,19,117,31,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000207445,0,1,0,1,19,27,6,46,0,2,5,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000207487,4,7,20,9,0,21,0,4,1,6,7,14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207582,0,45,25,20,0,115,0,26,24,58,24,28,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207585,0,49,4,41,0,0,0,0,0,0,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000207602,0,0,0,0,1,665,152,159,6,24,3,24,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000207605,17,95,83,58,0,48,0,14,20,27,48,61,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207613,8,46,6,0,0,0,0,0,0,0,6,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000207638,0,1,27,19,0,0,0,0,0,0,1,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000207639,45,87,49,52,0,0,0,1,35,16,31,42,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207649,0,837,27,14,0,0,66,28,10,0,26,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000207651,13,52,21,0,0,51,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000207654,0,28,0,8,0,0,0,0,3,0,7,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207709,39,22,38,14,0,82,0,7,5,16,15,27,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207717,0,0,0,0,0,0,0,0,2,13,4,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000207741,0,0,0,1,0,0,0,0,0,19,4,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000207748,0,0,1,0,0,0,0,0,3,12,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000207768,0,0,5,1,0,0,0,0,3,3,15,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207777,0,0,10,0,0,0,1,0,15,3,21,18,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000207779,0,1,15,52,0,55,0,0,6,14,23,42,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207782,9,32,23,15,0,0,0,0,0,6,6,47,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207787,0,20,13,0,17,13,0,13,3,0,7,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000207790,0,71,28,22,0,0,0,28,15,13,4,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207808,84,129,157,34,0,66,2,0,12,28,26,82,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207870,0,23,66,1,0,125,95,0,46,28,56,40,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207939,0,0,0,0,0,0,0,0,0,4,9,32,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000207950,0,10,6,14,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000207966,13,45,27,20,0,0,0,0,8,5,19,16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207980,28,184,119,38,0,77,0,0,32,21,18,40,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000207996,13,12,88,16,0,30,0,11,28,18,16,70,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000208005,0,0,0,0,0,0,0,0,5,9,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000208013,9,6,7,15,0,33,0,0,0,2,11,8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000208015,0,0,0,0,0,0,0,0,2,0,3,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000208023,10,12,14,0,0,0,13,18,0,11,5,14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000208313,0,0,1,0,17,68,114,0,0,0,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000208797,0,2,2,0,0,2,1,1,0,3,6,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000208892,1,4,6,6,3,9,13,8,0,0,6,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000209707,0,27,8,0,0,0,0,0,6,0,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000211514,0,16,4,0,0,0,0,1,1,5,2,28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000211593,0,0,190,0,0,0,0,0,14,0,27,20,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000211641,0,0,9,0,26,653,1,0,1,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000211766,0,42,35,59,45,0,49,0,2,9,6,17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000211769,0,10,0,0,36,340,10,53,1,0,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000211770,0,29,6,0,0,0,69,35,3,9,1,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000211771,0,0,24,0,11,0,0,54,1,2,1,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000211804,0,0,0,0,15,23,92,34,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000211828,92,379,75,24,188,63,42,100,0,0,0,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000211829,34,352,102,105,168,54,17,117,2,0,3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000211847,0,0,9,0,0,0,0,0,11,0,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000211879,0,0,0,0,0,1,0,0,17,12,11,44,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000211880,0,0,1,0,0,0,0,0,4,18,22,63,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000211905,884,2590,1,0,0,0,0,104,18,32,121,149,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000211979,35,0,22,0,22,4,56,110,18,12,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000212102,11,9,16,13,0,0,0,0,17,12,1,27,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000212172,0,3,2,0,3,68,38,14,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000212978,41,125,88,70,0,0,0,0,117,85,119,138,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000213061,7,163,102,65,23,0,0,0,2,1,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000213081,0,0,1,0,59,64,187,40,9,27,29,44,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000213088,32,168,77,0,0,1,1,0,1,15,15,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000213107,44,137,154,52,0,1,0,0,74,91,88,200,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000213123,16,25,34,21,0,30,0,0,4,16,30,13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000213126,9,62,48,37,0,0,0,0,6,20,0,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000213186,0,0,4,0,92,63,36,12,13,13,11,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000213187,0,0,0,0,108,25,4,43,45,38,46,45,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000213212,8,1,3,0,441,549,660,299,0,0,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000213247,9,34,49,19,0,0,0,0,27,27,66,45,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000213262,0,0,6,0,81,35,29,43,0,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000213277,54,124,91,17,0,0,0,0,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000213366,0,1,0,1,0,0,0,0,29,55,183,85,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000213641,0,2,0,0,0,1,0,0,64,42,100,224,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000213729,0,22,15,35,0,2,1,0,2,2,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000213886,5,45,174,11,0,0,0,0,13,41,21,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000213977,68,88,96,78,11,0,20,0,59,10,42,38,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000213999,11,12,60,0,0,1,21,0,235,124,37,51,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000214087,10,0,6,71,36,0,0,0,23,43,12,35,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000214106,31,8,27,17,0,0,0,0,16,11,26,43,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000214484,29,99,384,61,0,2,2,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000214904,70,1,111,41,0,0,1,0,88,74,151,254,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000215039,20,6,10,0,0,0,0,0,54,24,52,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000215114,32,43,83,62,31,0,0,36,19,34,35,77,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000215148,0,0,0,0,15,68,0,40,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000215845,272,393,461,1,0,0,1,1,236,344,494,453,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000216009,16,0,48,0,0,1,0,0,12,32,30,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000216101,0,10,9,7,0,0,0,0,3,0,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000216439,0,9,0,0,15,30,66,0,2,11,22,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000217767,0,21,59,38,17,0,0,0,21,29,25,33,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000218336,16,702,223,546,0,0,0,0,2,0,7,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000218483,7,88,96,32,27,0,0,0,11,13,27,27,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000218986,0,0,0,0,72,34,0,15,0,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000219294,0,0,2,0,39,93,45,90,7,27,21,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000219297,2,0,3,2,0,0,0,0,16,22,8,36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000219532,18,13,40,0,0,26,0,13,23,38,57,33,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000219790,0,0,0,1,0,0,0,0,25,28,89,32,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000219870,11,17,45,59,32,0,0,26,13,8,46,20,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000220131,65,53,153,49,0,0,0,0,3,2,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000220522,0,9,54,13,15,0,18,0,16,30,13,31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000220739,0,1,22,0,0,0,0,0,25,3,60,54,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000220831,0,1,0,0,1,29,55,28,0,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000221035,0,0,0,0,0,0,0,0,5,0,6,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000221514,0,1,1,1,28,114,51,17,0,2,9,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000221526,0,0,2,0,0,0,0,0,3,0,4,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000221539,0,0,1,1,63,0,16,92,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000221585,0,17,15,0,0,36,0,0,13,28,13,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000221923,0,0,0,0,0,0,19,0,4,6,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000222345,1,1,4,16,0,0,0,0,2,2,6,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000222588,471,1192,895,446,0,84,75,74,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000222795,0,1,0,0,9,12,12,14,29,40,89,17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000223154,0,0,0,0,6,7,13,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000223547,0,11,5,31,0,0,0,0,29,20,55,25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000223658,0,9,6,34,32,37,139,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000223797,0,0,0,0,160,150,0,227,2,0,17,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000223960,0,23,32,13,0,0,1,0,65,98,191,150,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000223967,0,0,0,0,1,22,3,1,0,0,0,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000223969,11,0,4,9,0,0,0,1,23,43,13,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000224001,0,14,91,24,0,0,0,1,27,10,32,29,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000224082,0,0,0,0,41,9,0,6,2,3,2,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000224220,14,0,29,19,0,0,0,0,87,105,209,152,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000224274,6,11,34,23,0,0,1,0,11,17,19,21,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000224345,13,57,31,78,33,15,0,0,0,5,4,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000224407,0,8,45,62,0,0,0,0,15,6,22,37,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000224557,1,1,1,0,1,455,0,0,10,3,9,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000224630,1,1,10,8,0,0,0,0,3,16,24,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000224640,44,117,42,22,14,1,0,0,37,66,80,130,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000224870,40,57,55,0,0,0,0,0,25,26,31,45,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000225242,0,0,1,0,3,24,8,6,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000225331,33,0,10,0,0,0,0,0,11,4,13,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000225511,0,0,0,0,63,43,50,66,0,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000225519,0,14,28,36,0,0,0,1,35,9,31,20,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000225558,0,0,2,0,242,307,392,251,172,199,252,387,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000225662,15,50,31,75,0,0,1,0,0,1,2,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000225663,8,0,9,0,16,19,0,14,0,0,5,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000225673,0,0,1,1,137,119,272,94,22,12,52,38,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000225889,11,8,7,6,1,0,0,0,20,43,82,64,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000225944,25,0,50,0,132,121,175,127,19,11,31,30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000226055,0,1,0,0,1,1,0,3,28,70,19,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000226082,0,0,1,0,50,83,50,35,0,1,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000226328,0,0,0,0,18,42,50,33,4,9,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000226570,0,0,0,0,26,30,0,151,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000226659,0,0,0,0,17,0,0,0,11,21,15,41,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000226670,0,15,11,19,113,1,48,30,1,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000226742,19,0,0,0,0,22,0,0,0,7,4,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000227039,9,13,51,7,0,0,0,0,11,21,11,11,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000227053,0,0,0,0,0,0,0,0,2,0,16,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000227117,36,28,31,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000227309,0,1,0,0,0,1,1,2,34,33,60,71,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000227345,7,0,10,0,10,31,0,0,8,7,20,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000227373,9,16,46,27,0,0,19,12,8,3,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000227540,0,0,0,0,0,0,0,0,16,10,28,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000227667,0,2,0,0,741,322,704,790,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000227813,0,44,12,0,0,5,0,0,27,12,24,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000227945,0,9,15,17,0,0,0,0,10,3,31,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000227965,10,27,35,29,0,0,0,0,20,16,58,46,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000227971,0,0,0,0,38,16,31,14,0,3,0,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000228125,0,0,0,0,217,112,218,153,33,24,61,25,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000228150,0,0,9,19,19,0,0,0,17,0,14,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000228237,0,7,22,0,0,0,0,0,10,14,12,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000228265,0,0,5,0,16,0,1,17,4,19,44,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000228344,1,2,0,0,1,0,0,0,17,17,27,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000228360,1,33,49,25,2,0,0,1,12,25,52,26,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000228682,0,5,1,0,0,0,0,0,29,5,25,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000228716,42,30,78,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000228820,4,6,28,6,5,2,0,0,18,52,19,37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000228917,0,0,0,0,0,0,0,0,19,7,4,27,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000228940,0,2,1,0,16,1,1,0,45,41,97,105,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000229115,0,0,10,0,0,0,0,0,0,10,3,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000229173,49,39,57,23,0,0,0,0,53,20,32,44,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000229435,10,0,14,14,0,0,0,0,8,2,10,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000229447,1,18,27,65,0,0,0,0,6,12,26,10,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000229568,0,0,0,0,8,29,19,0,2,0,6,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000229612,0,13,87,38,2,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000229833,0,0,0,0,0,31,31,22,4,11,5,10,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000229848,15,15,1,0,0,0,0,0,2,0,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000229852,18,15,0,0,25,17,18,0,8,21,19,30,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000229862,0,10,7,0,12,32,70,104,24,23,11,30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000229953,0,0,20,0,0,0,0,0,9,9,2,12,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000230107,0,0,0,0,0,0,0,0,12,3,8,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000230398,34,5,51,0,10,0,0,0,20,16,14,29,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000230502,0,16,24,0,23,78,0,9,20,20,34,15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000230571,0,0,0,0,11,32,22,13,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000230679,23,0,21,62,0,0,0,0,7,2,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000230686,0,0,0,0,0,38,57,13,0,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000230707,48,187,124,45,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000230758,44,41,77,12,7,0,0,13,44,27,53,92,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000231074,0,12,14,0,20,21,0,16,7,9,3,27,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000231663,0,15,22,36,51,0,43,0,4,11,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000231669,0,0,0,0,66,21,43,18,0,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000231671,0,0,0,23,18,0,0,0,54,23,35,44,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000232158,0,0,0,0,0,0,0,0,10,17,26,26,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000232237,21,64,26,29,2,5,14,30,2,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000232254,51,84,68,19,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232442,76,102,79,196,0,1,0,0,33,2,30,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000232508,0,0,2,0,56,11,71,40,2,14,15,32,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000232608,7,0,15,0,0,0,0,0,15,5,29,24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
